variant,subnode,route_px,stretch_vs_full
one-per-room,room_6_subnode_20,795.1488039451866,1.1785554584943698
one-per-room,room_6_subnode_21,820.0492023338783,1.1481619859777115
one-per-room,room_6_subnode_22,864.793801274339,1.122423812030623
one-per-room,room_6_subnode_23,881.0390882224486,1.556580917984724
one-per-room,room_6_subnode_24,850.3188025523679,1.3757496893454133
one-per-room,room_6_subnode_25,856.0006777304628,1.2741299582466952
one-per-room,room_6_subnode_26,885.264169379826,1.2117742423278912
one-per-room,room_6_subnode_27,937.3317383013098,1.831048757073124
one-per-room,room_6_subnode_28,908.9020413530866,1.5924408845296563
one-per-room,room_6_subnode_29,907.0613044022914,1.449575577580942
one-per-room,room_6_subnode_30,914.4369125738604,1.3276339241537307
one-per-room,room_6_subnode_31,942.8729633892881,1.2576955499994094
one-per-room,room_7_subnode_1,555.9947266206968,1.0152921988589938
one-per-room,room_7_subnode_2,559.1555524375871,1.296119001156887
one-per-room,room_8_subnode_1,590.1101342573338,1.3155632703800475
one-per-room,room_8_subnode_2,574.2240632795388,1.0147757779535551
one-per-room,room_9_subnode_1,666.477799338415,1.0125740490808164
one-per-room,room_9_subnode_2,671.5463526222123,1.2415543189175573
one-per-room,room_10_subnode_1,700.442746175636,1.2500973453281778
one-per-room,room_10_subnode_2,685.4631667380257,1.0122494339883426
one-per-room,room_11_subnode_1,767.9433825886609,1.0123590507879983
one-per-room,room_11_subnode_2,772.9929463992999,1.206056548445433
one-per-room,room_12_subnode_1,798.2230090779392,1.207289750444778
one-per-room,room_12_subnode_2,788.1774680136652,1.0124679088997606
one-per-room,room_13_subnode_1,544.4934257618312,1.0116403302630044
one-per-room,room_13_subnode_2,528.8016567592607,1.099523270529082
one-per-room,room_13_subnode_3,527.3943572920404,1.0075713821387091
one-per-room,room_13_subnode_4,582.1693265450949,1.131666639997157
one-per-room,room_13_subnode_5,563.1101597864108,1.0557091276563824
one-per-room,room_14_subnode_1,890.0761192168553,1.0129645861868128
one-per-room,room_14_subnode_2,895.0963318500159,1.1757821277706033
one-per-room,room_15_subnode_1,923.8123923974184,1.183836861381361
one-per-room,room_15_subnode_2,909.2992772311513,1.012697356605691
one-per-room,room_16_subnode_1,1059.624153063808,1.122848918535444
one-per-room,room_16_subnode_2,969.3126074673412,1.1741755949722414
one-per-room,room_16_subnode_3,946.4118563458092,1.2257112823891878
one-per-room,room_16_subnode_4,1012.63105360672,1.1060514764762786
one-per-room,room_16_subnode_5,954.3216157195656,1.1173010908934302
one-per-room,room_16_subnode_6,917.2009091711373,1.1508570439732846
one-per-room,room_16_subnode_7,1025.8764083039475,1.0765710539982132
one-per-room,room_16_subnode_8,968.2480388245461,1.076494289923075
one-per-room,room_16_subnode_9,911.8521225248354,1.0746605053161542
one-per-room,room_16_subnode_10,871.6825446699186,1.075415619831338
one-per-room,room_16_subnode_11,926.1047477076329,1.0867501959257062
one-per-room,room_16_subnode_12,990.9570031913652,1.0946495634105147
one-per-room,room_16_subnode_13,1051.0493255567758,1.0954118714878334
one-per-room,room_16_subnode_14,1004.8486728506947,1.0493884200562638
one-per-room,room_16_subnode_15,944.5888044310655,1.0380681829037723
one-per-room,room_16_subnode_16,888.4873042022557,1.015491164687507
one-per-room,room_16_subnode_17,858.253591846031,1.0025181750352314
one-per-room,room_16_subnode_18,906.0760081346407,1.0346339658349142
one-per-room,room_16_subnode_19,965.2720795321712,1.0559224099112594
one-per-room,room_16_subnode_20,1022.3064666196715,1.0673520264305365
one-per-room,room_17_subnode_1,976.6235811850801,1.0091312790838234
one-per-room,room_17_subnode_2,979.7858588452484,1.1522990071870627
one-per-room,room_18_subnode_1,1018.1920216034266,1.15710047126126
one-per-room,room_18_subnode_2,1006.1850554959169,1.0091497756175445
one-per-room,room_19_subnode_1,778.7845630536556,1.1579273762477191
one-per-room,room_19_subnode_2,787.7579476620185,1.0004827151728741
one-per-room,room_20_subnode_1,1108.1989586363552,1.1449044522794432
one-per-room,room_20_subnode_2,1093.219379198745,1.0074367521517533
one-per-room,room_21_subnode_1,1075.023877900159,1.0075047721447266
one-per-room,room_21_subnode_2,1080.0965134409396,1.1371720640267473
one-per-room,room_22_subnode_1,885.5373836750457,1.140134020069175
one-per-room,room_22_subnode_2,891.5655426449803,1.0010016973427196
one-per-room,room_24_subnode_1,1185.7123726441964,1.0830975690584532
one-per-room,room_24_subnode_2,1177.6083187609736,1.020850012013582
one-per-room,room_26_subnode_1,998.3863148663519,1.1277746381609735
one-per-room,room_26_subnode_2,1001.5482401422089,1.0017124083720592
one-per-room,room_27_subnode_1,1102.3392820363936,1.1177462862980427
one-per-room,room_27_subnode_2,1102.6903961073813,1.0020444252969012
one-per-room,room_29_subnode_1,1556.6356194726604,1.0065679680158008
one-per-room,room_29_subnode_2,1536.304173977891,1.0051127195412053
one-per-room,room_29_subnode_3,1578.4825609475197,1.036798168954271
one-per-room,room_29_subnode_4,1536.997262705699,1.0340671703865147
one-per-room,room_29_subnode_5,1551.2857451861603,1.0567692327687455
one-per-room,room_29_subnode_6,1592.7792411156368,1.0730054680347196
one-per-room,room_29_subnode_7,1578.779057217519,1.1024133475635713
one-per-room,room_29_subnode_8,1606.4375822512313,1.1238555743227505
one-per-room,room_30_subnode_1,1711.702570022827,1.0000962722168982
one-per-room,room_30_subnode_2,1755.7001497709432,1.091192293273337
one-per-room,room_31_subnode_1,1814.649167993554,1.0010653190313985
one-per-room,room_31_subnode_2,1858.359977819098,1.0858875879185255
one-per-room,room_32_subnode_1,1803.0568345517916,1.0000972690410632
one-per-room,room_32_subnode_2,1847.0350707236332,1.0851970958605872
one-per-room,room_33_subnode_1,1297.1905706827408,1.0477374749887516
one-per-room,room_33_subnode_2,1298.2689399325595,1.0246334124715046
one-per-room,room_33_subnode_3,1330.129697587999,1.0066505888192745
one-per-room,room_34_subnode_1,1397.621353903023,1.1028565282262897
one-per-room,room_34_subnode_2,1377.2434613545306,1.0000054000571033
