from,to,dist_normal,dist_accessible,ratio
1_room_31,2_room_25,2985.2670877660776,3563.6144449902313,1.193733873794502
1_room_31,2_room_30,3026.288547680596,3026.288547680596,1.0
1_room_31,2_room_31,2928.747309302039,2928.747309302039,1.0
1_room_31,2_room_5,3017.5137839673994,3226.304520326435,1.0691929685519181
1_room_32,2_room_1,2730.002947050646,4520.179271238677,1.6557415354155733
1_room_32,2_room_29,3331.250234106259,3331.250234106259,1.0
1_room_32,2_room_32,2685.872947365987,2685.872947365987,1.0
1_room_32,2_room_34,3246.411005531062,3246.411005531062,1.0
1_room_33,2_room_1,3508.752638580925,4327.213234016417,1.233262552177662
1_room_33,2_room_16,2259.947670618083,2782.8358977210128,1.2313718294901592
1_room_33,2_room_18,3436.1473495011383,3436.1473495011383,1.0
1_room_33,2_room_20,3325.1123371038257,3325.1123371038257,1.0
1_room_33,2_room_22,2240.70818692783,2240.70818692783,1.0
1_room_33,2_room_24,3224.86371880872,3224.86371880872,1.0
1_room_33,2_room_30,2711.8853294903106,2711.8853294903106,1.0
1_room_33,2_room_6,2156.7515520023267,2838.67937335121,1.3161828355777845
1_room_33,2_room_7,3265.262681217848,3871.8943096894627,1.1857834078590452
1_room_33,2_room_8,3289.4853227314097,3846.411323718252,1.1693049052805626
1_room_34,2_room_1,2153.9724627207956,5080.717329403752,2.3587661482849374
1_room_34,2_room_12,2145.139149876713,4410.349422111019,2.0559735821168026
1_room_34,2_room_14,2243.695947135584,4318.611846854662,1.924775882564668
1_room_34,2_room_16,3331.441664737651,3536.3399931083486,1.0615044022951046
1_room_34,2_room_20,2453.4061602568545,4078.6164324911606,1.662430175060846
1_room_34,2_room_6,3228.2455461218947,3592.183468738545,1.1127355145130922
1_room_4,2_room_2,1033.9670694368724,5690.4175636046,5.503480460653125
1_room_4,2_room_23,3330.090064484634,4016.7216929562496,1.2061901075272807
1_room_4,2_room_24,1690.1975386862864,4868.544895910441,2.880459108758695
1_room_4,2_room_3,3965.338171946585,4538.8327154283525,1.1446268940034032
1_room_4,2_room_33,3233.5589640464987,3943.6220500231902,1.2195918162840964
1_room_4,2_room_6,3958.5716344559355,4482.36055045293,1.132317655044528
1_room_4,2_room_7,1047.5225020822568,5515.575486791182,5.265352749776129
1_room_5,2_room_10,4148.959095365869,4369.316553857787,1.0531115042175383
1_room_5,2_room_16,1950.0257931121914,3394.796326935694,1.740898166027684
1_room_5,2_room_18,3839.317042356785,4048.1077787158188,1.0543822596715968
1_room_5,2_room_22,1949.319438556318,2852.6686161425105,1.463417724011012
1_room_5,2_room_28,3513.890204862503,3722.680941221537,1.059418685327763
1_room_5,2_room_33,2385.12066704488,2911.9013021361507,1.2208612094011755
1_room_6,2_room_18,3610.94792731423,3974.8858499308794,1.100787363856377
1_room_6,2_room_2,3976.7199189819003,4585.474886932621,1.153079668760422
1_room_6,2_room_21,3526.5339272492643,3890.4718498659136,1.10319989262106
1_room_6,2_room_4,3958.571634455933,4482.360550452929,1.1323176550445286
1_room_7,2_room_18,1533.1848865500558,5008.100786269133,3.2664689237436124
1_room_7,2_room_34,1910.4825053577194,4625.398405076797,2.4210629472426053
1_room_7,2_room_7,1079.2262192536075,5443.847746457456,5.044213761061531
1_room_8,2_room_16,3908.9488900258784,4329.306348517798,1.1075372102112946
1_room_8,2_room_21,1623.2879005138793,4898.203800232956,3.0174584549557393
1_room_8,2_room_22,3416.5268067174675,3787.1786377246144,1.108487903644831
1_room_8,2_room_6,4014.4979931408475,4385.149824147994,1.0923283139362483
1_room_8,2_room_8,1127.671502280731,5392.881774515036,4.782316271722625
1_room_8,2_room_9,1214.5905634446788,5329.506463163757,4.387903729507694
1_room_9,2_room_15,1547.4626327522194,5022.378532471296,3.2455572277947744
1_room_9,2_room_19,3599.104743812052,3819.46220230397,1.061225630865781
1_room_9,2_room_2,1176.812489285733,5529.831525948384,4.6989911955342345
1_room_9,2_room_28,1998.899751733284,4593.815651452361,2.2981721056641167
1_room_9,2_room_7,1190.3679219311173,5354.989449134966,4.498600265074046
1_room_9,2_room_9,1301.509624608627,5266.131151812477,4.04617150134102
