floor,src,dst,d_graph_px,d_geo_full_px,d_geo_interior_px,d_euclid_px,stretch_full,stretch_interior,geo_over_euclid
FF part 1upE,room_30,room_20,897.2560450739982,856.994949366117,856.994949366117,312.500399999744,1.0469793850449884,1.0469793850449884,2.7423803277270014
FF part 1upE,room_30,room_23,1380.331410082314,,,630.384009949491,,,
FF part 1upE,room_31,exit_door_1,1783.6572335589306,1736.4751801064729,1736.4751801064729,1130.53195443561,1.0271711648936812,1.0271711648936812,1.5359806269017535
FF part 1upE,room_31,exit_door_2,1893.9571525506124,1820.298556597337,1820.298556597337,1252.4226523023287,1.0404651180358921,1.0404651180358921,1.45342193647734
FF part 1upE,room_32,exit_door_1,1902.2200525909047,1837.9898987322345,1837.9898987322345,1192.7415897838057,1.0349458688010056,1.0349458688010056,1.5409791311673682
FF part 1upE,room_32,exit_door_2,1772.5199715825865,1713.8132752230983,1713.8132752230983,1166.5283965682104,1.034255013196724,1.034255013196724,1.4691569277395526
FF part 1upE,room_32,room_22,1191.8633742836525,1130.4995667241135,1130.4995667241135,781.4029050368318,1.0542802574771037,1.0542802574771037,1.4467562885126806
FF part 1upE,room_33,exit_door_1,2680.9697441211842,2593.4356415871835,2593.4356415871835,1295.5582773461022,1.0337521784347923,1.0337521784347923,2.001790029005665
FF part 1upE,room_33,exit_door_2,1261.5640356280937,1212.0041840821088,1212.0041840821088,1039.6668937693457,1.040890825458262,1.040890825458262,1.165762025650301
FF part 1upE,room_33,room_28,1682.635492160725,1600.440692221066,1600.440692221066,491.35755819972894,1.0513576044018167,1.0513576044018167,3.257181385557343
FF part 1upE,room_33,room_17,2023.8351744981826,1954.8914857098994,1954.8914857098994,914.2167412599706,1.0352672715044575,1.0352672715044575,2.1383238760380543
FF part 1upE,room_34,exit_door_1,1326.1895682610555,1287.5046173579947,1287.5046173579947,1051.9593623329754,1.0300464560526732,1.0300464560526732,1.2239109831226185
FF part 1upE,room_34,exit_door_2,2333.0580297476617,2280.2985565973368,2280.2985565973368,1504.7533020399057,1.0231370900962429,1.0231370900962429,1.5153969448055504
FF part 1upE,room_34,room_9,1000.1708166607115,958.1320343559645,958.1320343559645,823.1464025311658,1.0438757716028193,1.0438757716028193,1.1639873920480237
