floor,category,fraction,n_removed,draw,completeness,exit_reachability,n_components
FF part 3up,r2c-only,0.1,2,7,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.1,2,8,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.1,2,9,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,10,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,11,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.1,2,12,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,13,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,14,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,15,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,16,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,17,1.0,1.0,2
FF part 3up,r2c-only,0.1,2,18,0.9285714285714286,0.9642857142857143,3
FF part 3up,r2c-only,0.1,2,19,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,0,0.7936507936507936,0.8928571428571429,5
FF part 3up,r2c-only,0.2,5,1,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,2,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,3,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,4,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,5,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.2,5,6,0.7936507936507936,0.8928571428571429,5
FF part 3up,r2c-only,0.2,5,7,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,8,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.2,5,9,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,10,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,11,0.6772486772486772,0.8214285714285714,5
FF part 3up,r2c-only,0.2,5,12,0.7936507936507936,0.8928571428571429,5
FF part 3up,r2c-only,0.2,5,13,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,14,0.6772486772486772,0.8214285714285714,5
FF part 3up,r2c-only,0.2,5,15,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,16,0.7936507936507936,0.8928571428571429,5
FF part 3up,r2c-only,0.2,5,17,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.2,5,18,0.8597883597883598,0.9285714285714286,4
FF part 3up,r2c-only,0.2,5,19,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,0,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,1,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.3,7,2,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,3,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,4,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.3,7,5,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,6,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.3,7,7,0.6190476190476191,0.7857142857142857,6
FF part 3up,r2c-only,0.3,7,8,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.3,7,9,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.3,7,10,0.6190476190476191,0.7857142857142857,6
FF part 3up,r2c-only,0.3,7,11,0.7301587301587301,0.8571428571428571,6
FF part 3up,r2c-only,0.3,7,12,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.3,7,13,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.3,7,14,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.3,7,15,0.6693121693121693,0.8214285714285714,7
FF part 3up,r2c-only,0.3,7,16,0.7936507936507936,0.8928571428571429,5
FF part 3up,r2c-only,0.3,7,17,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.3,7,18,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.3,7,19,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,0,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.4,10,1,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,2,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.4,10,3,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,4,0.4603174603174603,0.6785714285714286,9
FF part 3up,r2c-only,0.4,10,5,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,6,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,7,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.4,10,8,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,9,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,10,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,11,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,12,0.4523809523809524,0.6785714285714286,11
FF part 3up,r2c-only,0.4,10,13,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,14,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.4,10,15,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,16,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,17,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.4,10,18,0.6111111111111112,0.7857142857142857,8
FF part 3up,r2c-only,0.4,10,19,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.5,12,0,0.40476190476190477,0.6428571428571429,12
FF part 3up,r2c-only,0.5,12,1,0.40476190476190477,0.6428571428571429,12
FF part 3up,r2c-only,0.5,12,2,0.4126984126984127,0.6428571428571429,10
FF part 3up,r2c-only,0.5,12,3,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.5,12,4,0.36772486772486773,0.6071428571428571,11
FF part 3up,r2c-only,0.5,12,5,0.5555555555555556,0.75,9
FF part 3up,r2c-only,0.5,12,6,0.36772486772486773,0.6071428571428571,11
FF part 3up,r2c-only,0.5,12,7,0.4523809523809524,0.6785714285714286,11
FF part 3up,r2c-only,0.5,12,8,0.4523809523809524,0.6785714285714286,11
FF part 3up,r2c-only,0.5,12,9,0.4523809523809524,0.6785714285714286,11
FF part 3up,r2c-only,0.5,12,10,0.36772486772486773,0.6071428571428571,11
FF part 3up,r2c-only,0.5,12,11,0.4523809523809524,0.6785714285714286,11
FF part 3up,r2c-only,0.5,12,12,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.5,12,13,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.5,12,14,0.40476190476190477,0.6428571428571429,12
FF part 3up,r2c-only,0.5,12,15,0.4126984126984127,0.6428571428571429,10
FF part 3up,r2c-only,0.5,12,16,0.36772486772486773,0.6071428571428571,11
FF part 3up,r2c-only,0.5,12,17,0.5026455026455027,0.7142857142857143,10
FF part 3up,r2c-only,0.5,12,18,0.4126984126984127,0.6428571428571429,10
FF part 3up,r2c-only,0.5,12,19,0.40476190476190477,0.6428571428571429,12
FF part 3up,c2c-only,0.0,0,0,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,0,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,1,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,2,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,3,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,4,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,5,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,6,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,7,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,8,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,9,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,10,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,11,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,12,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,13,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,14,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,15,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,16,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,17,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,18,1.0,1.0,2
FF part 3up,c2c-only,0.1,1,19,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,0,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,1,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,2,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,3,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,4,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,5,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,6,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,7,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,8,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,9,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,10,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,11,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,12,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,13,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,14,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,15,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,16,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,17,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,18,1.0,1.0,2
FF part 3up,c2c-only,0.2,1,19,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,0,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,1,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,2,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,3,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,4,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,5,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,6,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,7,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,8,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,9,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,10,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,11,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,12,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,13,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,14,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,15,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,16,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,17,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,18,1.0,1.0,2
FF part 3up,c2c-only,0.3,2,19,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,0,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,1,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,2,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,3,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,4,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,5,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,6,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,7,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,8,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,9,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,10,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,11,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,12,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,13,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,14,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,15,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,16,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,17,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,18,1.0,1.0,2
FF part 3up,c2c-only,0.4,3,19,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,0,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,1,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,2,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,3,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,4,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,5,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,6,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,7,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,8,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,9,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,10,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,11,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,12,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,13,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,14,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,15,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,16,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,17,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,18,1.0,1.0,2
FF part 3up,c2c-only,0.5,4,19,1.0,1.0,2
