249,203,308,203,308,230,249,230 | hall
818,254,893,254,893,291,818,291 | na
430,380,517,380,517,408,430,408 | stairs
653,690,742,687,742,716,654,718 | stairs
411,699,458,699,458,720,411,720 | 0006
677,816,742,816,742,844,677,844 | elev
419,842,463,842,463,862,419,862 | 0007
354,951,398,951,398,971,354,971 | 0008
615,960,675,960,675,986,615,986 | hall
