789,83,837,83,837,113,789,113
546,87,611,87,611,117,546,117
195,162,257,162,257,191,195,191
398,246,437,246,437,263,398,263
1111,277,1193,277,1193,312,1111,312
765,298,826,298,826,328,765,328
541,300,605,300,605,328,541,328
113,345,195,345,195,380,113,380
345,361,386,361,386,380,345,380
132,408,175,408,175,425,132,425
832,478,892,478,892,507,832,507
242,535,324,535,324,570,242,570
861,580,923,580,923,609,861,609
912,671,960,671,960,701,912,701
898,675,910,675,910,697,898,697
947,759,1011,759,1011,787,947,787
1000,851,1062,851,1062,880,1000,880
367,859,433,859,433,888,367,888
750,871,832,871,832,906,750,906
1060,933,1125,933,1125,962,1060,962
1138,1021,1189,1021,1189,1050,1138,1050
1126,1025,1138,1025,1138,1048,1126,1048
70,1042,146,1042,146,1085,70,1085
1203,1093,1248,1093,1248,1123,1203,1123
